senario,Number_of_EVs,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
1625,50,4,5.0,16.0,truck,70,34.12661194913921,28.0,19,0
1625,50,5,11.0,16.0,small,16,15.956019916112457,6.0,8,0
1625,50,6,8.0,17.0,suv,54,36.93503393842791,21.0,8,0
1625,50,7,7.0,16.0,suv,54,24.147491384831103,14.0,19,0
1625,50,8,8.0,16.0,sedan,24,42.08168035786748,18.0,19,0
1625,50,9,8.0,16.0,truck,70,30.198629796822505,25.0,19,0
1625,50,10,8.0,17.0,sedan,24,55.1761199651599,24.0,19,0
1625,50,11,7.0,17.0,small,16,57.661420813548006,16,4,0
1625,50,12,8.0,17.0,truck,70,28.06746331067516,23.0,19,0
1625,50,13,10.0,17.0,suv,54,68.36030647079767,39.0,19,0
1625,50,14,6.0,16.0,sedan,24,60.95068904010106,24,8,0
1625,50,15,11.0,16.0,suv,54,52.266802682506665,30.0,19,0
1625,50,16,8.0,17.0,suv,54,36.88025827580704,21.0,8,0
1625,50,17,6.0,16.0,sedan,24,20.57254401662601,9.0,4,0
1625,50,18,8.0,17.0,truck,70,30.907488501975017,25.0,19,0
1625,50,19,3.0,18.0,sedan,24,17.51185610164457,8.0,19,0
1625,50,20,11.0,16.0,small,16,48.6791947404809,16,8,0
1625,50,21,9.0,17.0,suv,54,50.924431107668134,29.0,19,0
1625,50,22,13.0,17.0,small,16,29.39850935585035,11.0,4,0
1625,50,23,11.0,16.0,small,16,20.45959610572722,8.0,8,0
1625,50,24,5.0,17.0,suv,54,29.74555476847138,17.0,19,0
1625,50,25,6.0,16.0,small,16,31.54595089004627,12.0,8,0
1625,50,26,6.0,16.0,sedan,24,50.30439331431908,22.0,8,0
1625,50,27,9.0,16.0,sedan,24,32.26708101306467,14.0,19,0
1625,50,28,7.0,17.0,small,16,43.59272374546324,16,8,0
1625,50,29,6.0,17.0,truck,70,31.94844136180847,26.0,19,0
1625,50,30,10.0,17.0,truck,70,52.96665895914747,43.0,19,0
1625,50,31,12.0,16.0,small,16,42.143979387928766,16.0,8,0
1625,50,32,5.0,17.0,sedan,24,27.94478994441406,12.0,4,0
1625,50,33,6.0,16.0,suv,54,73.29775239270136,42.0,19,0
1625,50,34,11.0,16.0,suv,54,63.547420133533784,36.0,19,0
1625,50,35,9.0,16.0,sedan,24,39.26647477510269,17.0,19,0
1625,50,36,11.0,16.0,truck,70,41.50660683504922,34.0,19,0
1625,50,37,6.0,17.0,suv,54,33.07679273081895,19.0,19,0
1625,50,38,12.0,16.0,suv,54,34.86901964868843,20.0,8,0
1625,50,39,10.0,16.0,truck,70,60.277390511386145,49.0,19,0
1625,50,40,9.0,16.0,small,16,34.95854952938598,13.0,8,0
1625,50,41,9.0,18.0,truck,70,19.86196860435964,16.0,19,0
1625,50,42,9.0,16.0,sedan,24,33.48251828416956,14.0,19,0
1625,50,43,11.0,16.0,sedan,24,27.37320978488595,12.0,19,0
1625,50,44,9.0,17.0,suv,54,46.616937485791695,27.0,19,0
1625,50,45,10.0,17.0,suv,54,35.3537166599533,20.0,4,0
1625,50,46,12.0,18.0,truck,70,42.65943400387907,35.0,19,0
1625,50,47,10.0,16.0,truck,70,69.18890161276994,57.0,19,0
1625,50,48,13.0,17.0,truck,70,35.061434580963805,29.0,19,0
1625,50,49,13.0,17.0,small,16,52.86475592744073,16,8,0
1625,50,50,11.0,17.0,truck,70,72.49849202173377,59.0,19,0
1626,50,1,6.0,16.0,truck,70,24.566004894909472,20.0,19,0
1626,50,2,7.0,16.0,sedan,24,48.656071328063774,21.0,8,0
1626,50,3,9.0,16.0,truck,70,54.30268356366496,44.0,19,0
1626,50,4,6.0,17.0,suv,54,41.78555620079878,24.0,19,0
1626,50,5,8.0,17.0,suv,54,22.865953742925107,13.0,19,0
1626,50,6,5.0,18.0,sedan,24,52.42206738469612,22.0,8,0
1626,50,7,10.0,17.0,small,16,46.187986607287336,16,8,0
1626,50,8,6.0,17.0,sedan,24,58.039268283539776,24,19,0
1626,50,9,11.0,16.0,suv,54,54.694829577045084,31.0,19,0
1626,50,10,8.0,16.0,truck,70,35.99999893465341,29.0,19,0
1626,50,11,6.0,18.0,small,16,39.848186184427206,15.0,8,0
1626,50,12,9.0,17.0,truck,70,18.366799533215755,15.0,8,0
1626,50,13,7.0,16.0,small,16,64.83873891517958,16,4,0
1626,50,14,4.0,17.0,small,16,57.74675370759514,16,19,0
1626,50,15,11.0,17.0,truck,70,50.96071962073432,42.0,19,0
1626,50,16,7.0,16.0,sedan,24,31.252570962619885,13.0,19,0
1626,50,17,5.0,17.0,suv,54,48.55141442173935,28.0,19,0
1626,50,18,10.0,17.0,sedan,24,55.97916285275559,24,19,0
1626,50,19,7.0,16.0,sedan,24,34.55393032342332,15.0,19,0
1626,50,20,5.0,16.0,small,16,49.07009185487719,16,8,0
1626,50,21,9.0,16.0,suv,54,39.655482099397545,23.0,8,0
1626,50,22,12.0,16.0,suv,54,42.85966802919583,25.0,19,0
1626,50,23,13.0,17.0,truck,70,42.716853544001474,35.0,19,0
1626,50,24,5.0,17.0,truck,70,40.04367130058532,33.0,19,0
1626,50,25,10.0,17.0,suv,54,48.44009298860564,28.0,19,0
1626,50,26,8.0,16.0,truck,70,49.86523073271402,41.0,19,0
1626,50,27,11.0,16.0,suv,54,55.216070874556785,32.0,19,0
1626,50,28,9.0,16.0,truck,70,22.93088865115605,19.0,19,0
1626,50,29,8.0,16.0,sedan,24,58.79181318552821,24,19,0
1626,50,30,10.0,18.0,sedan,24,35.02047585584323,15.0,19,0
1626,50,31,9.0,16.0,suv,54,23.66358842702943,14.0,19,0
1626,50,32,12.0,16.0,sedan,24,32.754600148224505,14.0,19,0
1626,50,33,10.0,17.0,suv,54,41.62687336506405,24.0,19,0
1626,50,34,11.0,16.0,sedan,24,14.769317085001035,6.0,4,0
1626,50,35,9.0,16.0,sedan,24,51.64235038278966,22.0,8,0
1626,50,36,7.0,17.0,sedan,24,61.719069146833036,24,8,0
1626,50,37,7.0,18.0,small,16,47.66708176141666,16,8,0
1626,50,38,9.0,16.0,sedan,24,43.30762474012112,19.0,19,0
1626,50,39,7.0,17.0,sedan,24,37.325858928508744,16.0,19,0
1626,50,40,6.0,16.0,suv,54,34.84318521589111,20.0,19,0
1626,50,41,10.0,17.0,suv,54,28.48815441518091,16.0,19,0
1626,50,42,10.0,16.0,suv,54,25.81212450943682,15.0,19,0
1626,50,43,9.0,17.0,small,16,29.36264515901959,11.0,4,0
1626,50,44,8.0,16.0,suv,54,39.372439626344516,23.0,19,0
1626,50,45,9.0,17.0,sedan,24,55.99699968709017,24,8,0
1626,50,46,12.0,16.0,sedan,24,63.751555680597185,24,8,0
1626,50,47,7.0,18.0,small,16,43.883317474786615,16,8,0
1626,50,48,11.0,16.0,truck,70,71.85825338717845,59.0,19,0
1626,50,49,7.0,16.0,suv,54,20.091251827806428,12.0,19,0
1626,50,50,8.0,16.0,truck,70,28.003751134598026,23.0,8,0
1627,50,1,9.0,16.0,suv,54,37.849926168304904,22.0,8,0
1627,50,2,8.0,17.0,suv,54,52.618820853883356,30.0,19,0
1627,50,3,10.0,16.0,small,16,52.04014449755512,16,8,0
1627,50,4,8.0,16.0,truck,70,40.353335270376725,33.0,19,0
1627,50,5,5.0,16.0,suv,54,40.78442156631157,23.0,19,0
1627,50,6,7.0,17.0,suv,54,40.338711912469954,23.0,19,0
1627,50,7,10.0,18.0,truck,70,34.6854391023415,28.0,19,0
1627,50,8,9.0,17.0,small,16,34.61112567374739,13.0,8,0
1627,50,9,12.0,16.0,suv,54,57.44920717947937,33.0,19,0
1627,50,10,7.0,16.0,sedan,24,32.45281015599748,14.0,19,0
1627,50,11,9.0,16.0,sedan,24,24.886358406506645,11.0,19,0
1627,50,12,7.0,16.0,small,16,48.58486093784261,16,8,0
1627,50,13,10.0,17.0,truck,70,48.14316819785016,39.0,8,0
1627,50,14,5.0,17.0,sedan,24,23.491986829867045,10.0,8,0
1627,50,15,7.0,16.0,sedan,24,49.23158779963303,21.0,8,0
1627,50,16,9.0,17.0,sedan,24,48.624243923176486,21.0,8,0
1627,50,17,10.0,16.0,sedan,24,26.827990165452512,12.0,19,0
1627,50,18,8.0,17.0,sedan,24,53.007797100590324,23.0,8,0
1627,50,19,7.0,16.0,truck,70,39.17821472720103,32.0,19,0
1627,50,20,12.0,16.0,small,16,27.89313327276468,11.0,8,0
1627,50,21,13.0,16.0,suv,54,31.506053729631418,18.0,19,0
1627,50,22,10.0,16.0,truck,70,43.095185812152245,35.0,19,0
1627,50,23,13.0,16.0,small,16,35.050550292765664,13.0,8,0
1627,50,24,11.0,17.0,suv,54,26.668269599906402,15.0,19,0
1627,50,25,11.0,16.0,suv,54,15.225497947687746,9.0,19,0
1627,50,26,5.0,16.0,truck,70,28.90376171045542,24.0,8,0
1627,50,27,9.0,16.0,truck,70,32.9057071714595,27.0,19,0
1627,50,28,10.0,16.0,suv,54,55.48308169414916,32.0,19,0
1627,50,29,13.0,16.0,suv,54,42.447123453132136,24.0,19,0
1627,50,30,9.0,17.0,small,16,62.527587915026736,16,8,0
1627,50,31,8.0,16.0,sedan,24,46.7425697318624,20.0,8,0
1627,50,32,9.0,18.0,small,16,30.64467811195648,12.0,8,0
1627,50,33,8.0,16.0,sedan,24,21.593407710921213,9.0,8,0
1627,50,34,10.0,16.0,truck,70,39.53999902770102,32.0,19,0
1627,50,35,9.0,17.0,suv,54,60.670220943903246,35.0,19,0
1627,50,36,7.0,16.0,small,16,41.225700126489016,16.0,8,0
1627,50,37,9.0,16.0,suv,54,40.84491979212128,23.0,8,0
1627,50,38,12.0,17.0,sedan,24,34.20704000640361,15.0,19,0
1627,50,39,11.0,17.0,small,16,60.202698223398286,16,8,0
1627,50,40,8.0,16.0,small,16,53.27198667515622,16,8,0
1627,50,41,6.0,17.0,sedan,24,29.64988738530169,13.0,19,0
1627,50,42,10.0,17.0,suv,54,41.315390881364856,24.0,8,0
1627,50,43,7.0,16.0,small,16,43.957582687679746,16,8,0
1627,50,44,8.0,16.0,truck,70,22.358824752530435,18.0,19,0
1627,50,45,12.0,16.0,small,16,46.150540261008175,16,8,0
1627,50,46,10.0,17.0,small,16,31.513580013445704,12.0,8,0
1627,50,47,12.0,16.0,truck,70,37.08147168101245,30.0,19,0
1627,50,48,11.0,16.0,suv,54,57.77281440655066,33.0,19,0
1627,50,49,10.0,16.0,small,16,45.83014296424661,16,8,0
1627,50,50,8.0,17.0,truck,70,50.22533643959009,41.0,19,0
1628,50,1,8.0,16.0,sedan,24,66.93473485945624,24,19,0
1628,50,2,9.0,18.0,small,16,46.989426431168205,16,8,0
1628,50,3,7.0,17.0,small,16,73.27331374083056,16,8,0
1628,50,4,8.0,16.0,truck,70,35.13172821983893,29.0,19,0
1628,50,5,10.0,16.0,sedan,24,47.53511443404638,20.0,19,0
1628,50,6,8.0,16.0,suv,54,23.508839476978018,13.0,19,0
1628,50,7,12.0,17.0,suv,54,63.71058890796691,37.0,19,0
1628,50,8,6.0,18.0,sedan,24,43.949504838730626,19.0,19,0
1628,50,9,9.0,17.0,small,16,32.42506918282303,12.0,8,0
1628,50,10,6.0,18.0,truck,70,50.33184175033359,41.0,19,0
1628,50,11,9.0,16.0,suv,54,29.084044309597523,17.0,19,0
1628,50,12,14.0,16.0,sedan,24,34.19570425853459,15.0,19,0
1628,50,13,9.0,17.0,suv,54,39.26041017809516,23.0,19,0
1628,50,14,10.0,16.0,sedan,24,39.17526700498127,17.0,19,0
1628,50,15,4.0,16.0,truck,70,39.91686509503589,33.0,19,0
1628,50,16,8.0,18.0,truck,70,32.683668984635574,27.0,19,0
1628,50,17,7.0,18.0,sedan,24,27.988573783382506,12.0,19,0
1628,50,18,7.0,16.0,truck,70,44.72690989979019,37.0,19,0
1628,50,19,5.0,16.0,truck,70,32.6247397188328,27.0,19,0
1628,50,20,8.0,16.0,suv,54,30.16183008670967,17.0,19,0
1628,50,21,13.0,17.0,truck,70,21.98870034574429,18.0,19,0
1628,50,22,10.0,16.0,truck,70,57.18626345796885,47.0,19,0
1628,50,23,7.0,18.0,suv,54,42.47447854501629,24.0,19,0
1628,50,24,7.0,16.0,small,16,20.543495974666374,8.0,8,0
1628,50,25,11.0,16.0,truck,70,54.327360191471264,44.0,19,0
1628,50,26,11.0,17.0,small,16,38.89034508368303,15.0,8,0
1628,50,27,9.0,17.0,suv,54,25.78822619809145,15.0,19,0
1628,50,28,7.0,17.0,truck,70,39.634965792020054,32.0,19,0
1628,50,29,10.0,16.0,small,16,34.282109858441274,13.0,8,0
1628,50,30,8.0,16.0,sedan,24,36.11772627949524,15.0,19,0
1628,50,31,10.0,16.0,suv,54,32.94548591198178,19.0,19,0
1628,50,32,11.0,17.0,sedan,24,6.802584332106441,3.0,19,0
1628,50,33,9.0,17.0,sedan,24,46.00364593698253,20.0,8,0
1628,50,34,7.0,17.0,truck,70,32.49726709946316,27.0,19,0
1628,50,35,6.0,16.0,truck,70,25.622400803225595,21.0,8,0
1628,50,36,7.0,16.0,sedan,24,27.01047842803819,12.0,19,0
1628,50,37,9.0,16.0,truck,70,37.90794062952692,31.0,19,0
1628,50,38,8.0,17.0,suv,54,30.7264071071804,18.0,19,0
1628,50,39,8.0,17.0,suv,54,21.537657133678547,12.0,19,0
1628,50,40,7.0,17.0,suv,54,37.867554976508075,22.0,8,0
1628,50,41,5.0,16.0,small,16,53.25732087024917,16,8,0
1628,50,42,11.0,17.0,sedan,24,42.83846774495388,18.0,19,0
1628,50,43,13.0,16.0,small,16,62.13323979771719,16,8,0
1628,50,44,7.0,16.0,truck,70,53.63165633156822,44.0,19,0
1628,50,45,11.0,17.0,small,16,58.75881619778927,16,8,0
1628,50,46,8.0,16.0,sedan,24,53.80059651625288,23.0,8,0
1628,50,47,8.0,16.0,truck,70,52.11661882308686,43.0,19,0
1628,50,48,7.0,16.0,sedan,24,38.28564218398719,16.0,19,0
1628,50,49,6.0,16.0,small,16,42.127710921844375,16.0,8,0
1628,50,50,8.0,17.0,small,16,45.87352673033348,16,8,0
1629,50,1,10.0,16.0,sedan,24,42.292688032732684,18.0,19,0
1629,50,2,9.0,17.0,suv,54,59.69602264639044,34.0,19,0
1629,50,3,8.0,16.0,truck,70,51.51910612467394,42.0,19,0
1629,50,4,7.0,17.0,small,16,34.76246073677998,13.0,8,0
1629,50,5,7.0,17.0,sedan,24,30.33846217942169,13.0,19,0
1629,50,6,8.0,17.0,sedan,24,51.38283166618952,22.0,8,0
1629,50,7,5.0,16.0,sedan,24,48.20706593839026,21.0,19,0
1629,50,8,9.0,17.0,sedan,24,55.12811768140201,24.0,8,0
1629,50,9,9.0,16.0,truck,70,53.008872127025654,43.0,19,0
1629,50,10,8.0,16.0,sedan,24,35.814466497787386,15.0,19,0
1629,50,11,9.0,17.0,truck,70,30.648329280636553,25.0,19,0
1629,50,12,10.0,17.0,sedan,24,27.89448650962163,12.0,19,0
1629,50,13,8.0,16.0,suv,54,41.57128559433099,24.0,8,0
1629,50,14,7.0,16.0,small,16,27.11534528223533,10.0,8,0
1629,50,15,12.0,17.0,truck,70,27.39706099551959,22.0,8,0
1629,50,16,7.0,17.0,suv,54,14.814958976772242,9.0,19,0
1629,50,17,8.0,17.0,suv,54,62.26416423871323,36.0,19,0
1629,50,18,4.0,17.0,sedan,24,53.39956178675383,23.0,19,0
1629,50,19,7.0,17.0,sedan,24,39.297311503775,17.0,19,0
1629,50,20,6.0,16.0,suv,54,18.098397329082673,10.0,19,0
1629,50,21,7.0,17.0,small,16,43.22118042988715,16,8,0
1629,50,22,8.0,17.0,small,16,50.82817995951166,16,8,0
1629,50,23,7.0,17.0,truck,70,69.55322001125533,57.0,19,0
1629,50,24,12.0,16.0,truck,70,33.16680302826441,27.0,19,0
1629,50,25,7.0,16.0,truck,70,56.10145565673524,46.0,19,0
1629,50,26,9.0,16.0,sedan,24,31.60585526949501,14.0,19,0
1629,50,27,5.0,17.0,sedan,24,50.33214393669381,22.0,19,0
1629,50,28,9.0,16.0,truck,70,31.82511978819057,26.0,19,0
1629,50,29,12.0,17.0,small,16,39.82722929015646,15.0,8,0
1629,50,30,8.0,16.0,truck,70,37.002122686558,30.0,19,0
1629,50,31,10.0,16.0,suv,54,69.93562118348171,40.0,19,0
1629,50,32,10.0,16.0,sedan,24,32.02461775467461,14.0,8,0
1629,50,33,9.0,16.0,truck,70,15.254387491055123,12.0,19,0
1629,50,34,10.0,16.0,sedan,24,50.162698413229876,22.0,8,0
1629,50,35,5.0,17.0,truck,70,56.100190859455566,46.0,19,0
1629,50,36,10.0,16.0,small,16,18.6082764319027,7.0,8,0
1629,50,37,10.0,18.0,truck,70,27.98154203933639,23.0,19,0
1629,50,38,8.0,16.0,suv,54,44.24986517456901,25.0,19,0
1629,50,39,5.0,16.0,truck,70,17.32284135665753,14.0,8,0
1629,50,40,8.0,16.0,sedan,24,22.511535815708257,10.0,19,0
1629,50,41,9.0,16.0,truck,70,42.85178182634323,35.0,19,0
1629,50,42,2.0,17.0,suv,54,49.92330412110244,29.0,8,0
1629,50,43,11.0,16.0,sedan,24,44.11727316953794,19.0,19,0
1629,50,44,6.0,16.0,small,16,27.493276137363843,10.0,8,0
1629,50,45,5.0,16.0,small,16,43.068894916850425,16,8,0
1629,50,46,10.0,16.0,suv,54,38.732636036741496,22.0,8,0
1629,50,47,8.0,16.0,small,16,40.13747927424134,15.0,8,0
1629,50,48,9.0,16.0,suv,54,45.427238753425,26.0,19,0
1629,50,49,7.0,17.0,small,16,54.4423954433254,16,8,0
1629,50,50,8.0,17.0,truck,70,63.304022296538875,52.0,19,0
1630,50,1,4.0,17.0,suv,54,62.193910239515944,36.0,19,0
1630,50,2,9.0,16.0,truck,70,29.672198814691008,24.0,19,0
1630,50,3,10.0,16.0,small,16,34.66578862948613,13.0,8,0
1630,50,4,6.0,16.0,small,16,52.60139725528693,16,8,0
1630,50,5,8.0,16.0,sedan,24,23.556060412252716,10.0,19,0
1630,50,6,7.0,16.0,suv,54,20.067231019948874,12.0,19,0
1630,50,7,10.0,17.0,sedan,24,22.31660455607454,10.0,19,0
1630,50,8,9.0,17.0,truck,70,53.24019117874794,44.0,19,0
1630,50,9,5.0,18.0,suv,54,47.92537700226427,28.0,19,0
1630,50,10,11.0,16.0,sedan,24,38.98851094408873,17.0,19,0
1630,50,11,12.0,16.0,truck,70,36.86325866417343,30.0,19,0
1630,50,12,11.0,16.0,truck,70,31.699453217539737,26.0,19,0
1630,50,13,11.0,17.0,sedan,24,30.20123271604332,13.0,19,0
1630,50,14,7.0,16.0,truck,70,49.484584110144596,40.0,19,0
1630,50,15,9.0,16.0,truck,70,37.139316952001465,30.0,19,0
1630,50,16,11.0,16.0,suv,54,47.457318626690565,27.0,19,0
1630,50,17,8.0,18.0,truck,70,43.53806311237632,36.0,19,0
1630,50,18,8.0,17.0,suv,54,30.93819800567279,18.0,19,0
1630,50,19,9.0,16.0,suv,54,40.56689483899058,23.0,19,0
1630,50,20,10.0,17.0,small,16,41.27329730728041,16.0,8,0
1630,50,21,9.0,16.0,suv,54,27.728507450606912,16.0,19,0
1630,50,22,8.0,16.0,sedan,24,29.338786892444215,13.0,19,0
1630,50,23,8.0,16.0,suv,54,39.94785428199465,23.0,8,0
1630,50,24,7.0,16.0,truck,70,34.60615773593538,28.0,19,0
1630,50,25,10.0,17.0,small,16,29.55525960543458,11.0,8,0
1630,50,26,8.0,16.0,small,16,70.19348644159956,16,8,0
1630,50,27,5.0,16.0,truck,70,45.43641023432995,37.0,19,0
1630,50,28,10.0,18.0,small,16,32.88354781023874,12.0,8,0
1630,50,29,8.0,17.0,sedan,24,63.548840340059485,24,19,0
1630,50,30,6.0,16.0,sedan,24,15.299236710135652,7.0,8,0
1630,50,31,10.0,16.0,truck,70,31.818798171876246,26.0,19,0
1630,50,32,9.0,16.0,truck,70,66.09414450582113,54.0,19,0
1630,50,33,9.0,17.0,small,16,23.94464866594138,9.0,8,0
1630,50,34,8.0,17.0,sedan,24,21.33020626508553,9.0,19,0
1630,50,35,5.0,16.0,suv,54,46.85788710062953,27.0,8,0
1630,50,36,6.0,17.0,truck,70,48.39268457556045,40.0,19,0
1630,50,37,3.0,16.0,small,16,36.561651753895944,14.0,19,0
1630,50,38,12.0,17.0,small,16,48.55615344534438,16,8,0
1630,50,39,7.0,16.0,small,16,5.008106112347335,2.0,8,0
1630,50,40,10.0,17.0,sedan,24,49.81215496899482,21.0,19,0
1630,50,41,10.0,17.0,truck,70,48.24364118629564,39.0,19,0
1630,50,42,9.0,16.0,small,16,21.594560463829122,8.0,8,0
1630,50,43,7.0,16.0,small,16,56.024449854092694,16,8,0
1630,50,44,9.0,17.0,small,16,27.536701962293662,10.0,8,0
1630,50,45,11.0,16.0,small,16,52.7944086397441,16,8,0
1630,50,46,6.0,16.0,sedan,24,36.631869314376964,16.0,19,0
1630,50,47,10.0,18.0,sedan,24,37.01247660948715,16.0,19,0
1630,50,48,9.0,17.0,suv,54,25.711858236831024,15.0,19,0
1630,50,49,9.0,16.0,sedan,24,36.53859028700192,16.0,19,0
1630,50,50,12.0,17.0,small,16,69.6941488938327,16,8,0
1631,50,1,10.0,16.0,sedan,24,51.81070745466094,22.0,19,0
1631,50,2,11.0,16.0,truck,70,65.57551950446442,54.0,19,0
1631,50,3,8.0,17.0,small,16,39.27798677392652,15.0,8,0
1631,50,4,8.0,16.0,small,16,27.805704468040545,11.0,4,0
1631,50,5,9.0,17.0,truck,70,33.40788089827993,27.0,19,0
1631,50,6,8.0,16.0,sedan,24,63.949522698074375,24,19,0
1631,50,7,6.0,16.0,sedan,24,61.51565455700268,24,8,0
1631,50,8,12.0,17.0,small,16,38.916818770324085,15.0,8,0
1631,50,9,5.0,16.0,sedan,24,5.781775906814474,2.0,4,0
1631,50,10,10.0,17.0,sedan,24,48.76779291726079,21.0,19,0
1631,50,11,8.0,16.0,small,16,20.871592798942647,8.0,8,0
1631,50,12,7.0,16.0,small,16,47.99899226566322,16,8,0
1631,50,13,7.0,16.0,sedan,24,14.387603716266266,6.0,4,0
1631,50,14,9.0,16.0,truck,70,40.004941580828486,33.0,19,0
1631,50,15,6.0,17.0,sedan,24,54.07680364153139,23.0,8,0
1631,50,16,10.0,17.0,sedan,24,25.345318454599738,11.0,19,0
1631,50,17,7.0,16.0,suv,54,37.867792883113886,22.0,19,0
1631,50,18,8.0,16.0,sedan,24,42.62072475370242,18.0,19,0
1631,50,19,4.0,17.0,small,16,9.575719173249261,4.0,19,0
1631,50,20,4.0,18.0,truck,70,62.17714404362853,51.0,19,0
1631,50,21,9.0,16.0,small,16,44.535519626961744,16,8,0
1631,50,22,9.0,16.0,small,16,21.90380206868593,8.0,8,0
1631,50,23,10.0,16.0,sedan,24,74.99914943680253,24,19,0
1631,50,24,9.0,16.0,truck,70,38.49038779664276,31.0,19,0
1631,50,25,9.0,16.0,suv,54,30.34674354051672,17.0,19,0
1631,50,26,9.0,16.0,truck,70,30.042820991429796,25.0,19,0
1631,50,27,8.0,16.0,sedan,24,16.717213991576013,7.0,8,0
1631,50,28,4.0,17.0,small,16,39.50766161368378,15.0,4,0
1631,50,29,10.0,17.0,truck,70,39.28764715402257,32.0,19,0
1631,50,30,6.0,17.0,truck,70,58.61522521251918,48.0,19,0
1631,50,31,9.0,16.0,sedan,24,35.089298963615214,15.0,19,0
1631,50,32,4.0,17.0,sedan,24,38.7237428129137,17.0,19,0
1631,50,33,6.0,17.0,suv,54,58.78838809320645,34.0,19,0
1631,50,34,6.0,16.0,suv,54,16.701597313406157,10.0,19,0
1631,50,35,12.0,16.0,truck,70,22.43893639561424,18.0,19,0
1631,50,36,10.0,17.0,small,16,27.77412268503815,11.0,4,0
1631,50,37,7.0,16.0,sedan,24,25.850941454965678,11.0,19,0
1631,50,38,6.0,16.0,truck,70,53.920722347045185,44.0,19,0
1631,50,39,8.0,17.0,sedan,24,42.95938585546597,18.0,19,0
1631,50,40,10.0,17.0,suv,54,58.429248433255914,34.0,19,0
1631,50,41,9.0,17.0,truck,70,27.15927168088823,22.0,19,0
1631,50,42,12.0,17.0,small,16,49.473579206469346,16,8,0
1631,50,43,8.0,17.0,truck,70,24.263791666517935,20.0,8,0
1631,50,44,9.0,16.0,suv,54,35.382905591586365,20.0,19,0
1631,50,45,7.0,16.0,sedan,24,57.36378089830718,24,19,0
1631,50,46,10.0,16.0,truck,70,35.39622327499768,29.0,19,0
1631,50,47,12.0,17.0,truck,70,30.530602070150763,25.0,19,0
1631,50,48,3.0,17.0,truck,70,28.076357380066575,23.0,19,0
1631,50,49,6.0,16.0,sedan,24,28.975141513401947,12.0,19,0
1631,50,50,5.0,16.0,truck,70,44.05179557657917,36.0,19,0
1632,50,1,10.0,17.0,small,16,26.204914343665106,10.0,4,0
1632,50,2,10.0,18.0,truck,70,23.912881888910693,20.0,19,0
1632,50,3,5.0,16.0,suv,54,35.05965472698417,20.0,8,0
1632,50,4,10.0,17.0,sedan,24,49.72990704643931,21.0,19,0
1632,50,5,5.0,17.0,sedan,24,19.57671370715555,8.0,19,0
1632,50,6,5.0,17.0,suv,54,41.08750730066205,24.0,19,0
1632,50,7,8.0,16.0,sedan,24,44.79034128702341,19.0,19,0
1632,50,8,12.0,17.0,small,16,28.817822263070113,11.0,4,0
1632,50,9,8.0,17.0,suv,54,34.99967040173424,20.0,8,0
1632,50,10,9.0,16.0,truck,70,31.827390648628864,26.0,19,0
1632,50,11,6.0,16.0,suv,54,66.07020022061928,38.0,19,0
1632,50,12,9.0,17.0,sedan,24,53.23345575288359,23.0,8,0
1632,50,13,11.0,16.0,suv,54,37.399254252444344,21.0,19,0
1632,50,14,8.0,17.0,sedan,24,45.71349426929436,20.0,8,0
1632,50,15,9.0,16.0,small,16,24.43454238606794,9.0,4,0
1632,50,16,7.0,17.0,sedan,24,27.14284904830855,12.0,4,0
1632,50,17,8.0,17.0,sedan,24,46.728207321739966,20.0,8,0
1632,50,18,15.0,17.0,sedan,24,25.649291899392182,11.0,19,0
1632,50,19,12.0,16.0,sedan,24,10.040243408674485,4.0,4,0
1632,50,20,10.0,18.0,truck,70,54.674207359869555,45.0,19,0
1632,50,21,9.0,18.0,small,16,54.37981577943419,16,8,0
1632,50,22,8.0,17.0,suv,54,40.99666667740402,24.0,8,0
1632,50,23,10.0,17.0,small,16,53.83791845907638,16,8,0
1632,50,24,11.0,16.0,suv,54,26.310189125678818,15.0,19,0
1632,50,25,8.0,16.0,truck,70,11.405734369218795,9.0,19,0
1632,50,26,7.0,16.0,small,16,36.14864427242718,14.0,8,0
1632,50,27,12.0,16.0,small,16,11.767483098573567,4.0,4,0
1632,50,28,8.0,18.0,suv,54,33.28710112342424,19.0,19,0
1632,50,29,8.0,16.0,truck,70,39.96996692879287,33.0,19,0
1632,50,30,8.0,16.0,suv,54,38.81806182204252,22.0,19,0
1632,50,31,7.0,16.0,truck,70,42.03396755053407,34.0,19,0
1632,50,32,12.0,17.0,suv,54,34.16989235443586,20.0,8,0
1632,50,33,7.0,16.0,truck,70,45.391075385595755,37.0,19,0
1632,50,34,9.0,16.0,truck,70,29.647917249128344,24.0,19,0
1632,50,35,7.0,16.0,sedan,24,61.61068726424493,24,8,0
1632,50,36,8.0,16.0,truck,70,38.48348812730976,31.0,19,0
1632,50,37,8.0,16.0,suv,54,17.192411602990642,10.0,4,0
1632,50,38,7.0,16.0,truck,70,39.82478984632109,33.0,19,0
1632,50,39,7.0,17.0,truck,70,51.65300628125644,42.0,19,0
1632,50,40,11.0,16.0,suv,54,52.552599124512,30.0,19,0
1632,50,41,7.0,16.0,truck,70,35.87181409839188,29.0,19,0
1632,50,42,8.0,16.0,truck,70,56.674197542497964,46.0,19,0
