,Minute_of_day,reference,February,Active_Occupancy,Bulbs1_12.0W,Bulbs2_9.0W,Bulbs3_50.0W,Bulbs4_100.0W,Bulbs5_60.0W,Bulbs6_12.0W,Bulbs7_9.0W,Bulbs8_75.0W,Bulbs9_35.0W,Bulbs10_100.0W,Bulbs11_35.0W,Bulbs12_60.0W,Bulbs13_28.0W,Bulbs14_35.0W,Bulbs15_100.0W,Bulbs16_60.0W,Bulbs17_60.0W,Total_lighting,CHEST_FREEZER,FRIDGE,ANSWER_MACHINE,CLOCK,HIFI,VACUUM,TV1,TV2,VCR_DVD,HOB,OVEN,KETTLE,SMALL_COOKING,DISH_WASHER,TUMBLE_DRYER,WASHING_MACHINE,WASHER_DRYER,DESWH,E_INST,STORAGE_HEATER,ELEC_SPACE_HEATING
1130,1131,18:50:00,0,2,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,192.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,2060.6191158538263,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1131,1132,18:51:00,0,2,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,192.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,2060.6191158538263,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1132,1133,18:52:00,0,2,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,192.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1133,1134,18:53:00,0,2,0.0,0.0,0.0,0.0,60.0,12.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1134,1135,18:54:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,210.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1135,1136,18:55:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,210.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1136,1137,18:56:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1137,1138,18:57:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1138,1139,18:58:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1139,1140,18:59:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1140,1141,19:00:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1141,1142,19:01:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1142,1143,19:02:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1143,1144,19:03:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1144,1145,19:04:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1145,1146,19:05:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1146,1147,19:06:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1147,1148,19:07:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1148,1149,19:08:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1149,1150,19:09:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1150,1151,19:10:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1151,1152,19:11:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1152,1153,19:12:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,201.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1153,1154,19:13:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,301.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1154,1155,19:14:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,0.0,60.0,316.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1155,1156,19:15:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,0.0,60.0,316.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1156,1157,19:16:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,0.0,60.0,316.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1157,1158,19:17:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,0.0,60.0,316.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1158,1159,19:18:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1159,1160,19:19:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1160,1161,19:20:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1161,1162,19:21:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1162,1163,19:22:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1163,1164,19:23:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1164,1165,19:24:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1165,1166,19:25:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1166,1167,19:26:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,216.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1167,1168,19:27:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,0.0,60.0,251.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
1168,1169,19:28:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,311.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1169,1170,19:29:00,0,2,0.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,311.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1170,1171,19:30:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1171,1172,19:31:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1172,1173,19:32:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1173,1174,19:33:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1174,1175,19:34:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1175,1176,19:35:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1176,1177,19:36:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1177,1178,19:37:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1178,1179,19:38:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1179,1180,19:39:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1180,1181,19:40:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1181,1182,19:41:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1182,1183,19:42:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1183,1184,19:43:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1184,1185,19:44:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,0.0,0.0,0,0.0,0,0.0,60.0,60.0,299.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1185,1186,19:45:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1186,1187,19:46:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1187,1188,19:47:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1188,1189,19:48:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1189,1190,19:49:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1190,1191,19:50:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1191,1192,19:51:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1192,1193,19:52:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1193,1194,19:53:00,0,2,0.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,399.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
1194,1195,19:54:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1195,1196,19:55:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1196,1197,19:56:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1197,1198,19:57:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1198,1199,19:58:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1199,1200,19:59:00,0,2,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,35.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,411.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1200,1201,20:00:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,376.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1201,1202,20:01:00,0,1,12.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,388.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1202,1203,20:02:00,0,1,12.0,9.0,0.0,0.0,60.0,12.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,388.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1203,1204,20:03:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,376.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1204,1205,20:04:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,376.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1205,1206,20:05:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,376.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1206,1207,20:06:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,75.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,376.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1207,1208,20:07:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,301.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1208,1209,20:08:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,301.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1209,1210,20:09:00,0,1,12.0,9.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0,0.0,60.0,60.0,301.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
1210,1211,20:10:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,99.38755348648795,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
