senario,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
1696,8,11.0,16.0,truck,70,49.0,40.0,20,0
1696,9,8.0,16.0,small,16,5.0,2.0,11,0
1696,10,8.0,16.0,suv,54,53.0,30.0,11,0
1696,11,8.0,21.0,small,16,30.0,11.0,11,0
1696,12,9.0,16.0,suv,54,42.0,24.0,20,0
1696,13,7.0,17.0,small,16,48.0,16,11,0
1696,14,10.0,16.0,suv,54,52.0,30.0,11,0
1696,15,8.0,17.0,small,16,36.0,14.0,11,0
1696,16,9.0,19.0,small,16,47.0,16,11,0
1696,17,8.0,18.0,truck,70,36.0,29.0,11,0
1696,18,9.0,17.0,suv,54,36.0,21.0,11,0
1696,19,9.0,18.0,small,16,30.0,11.0,11,0
1696,20,10.0,16.0,truck,70,45.0,37.0,20,0
1696,21,8.0,20.0,suv,54,55.0,32.0,11,0
1696,22,7.0,21.0,suv,54,49.0,28.0,20,0
1696,23,6.0,16.0,truck,70,49.0,40.0,20,0
1696,24,9.0,17.0,small,16,48.0,16,11,0
1696,25,7.0,20.0,suv,54,60.0,34.0,20,0
1696,26,7.0,16.0,truck,70,37.0,30.0,11,0
1696,27,10.0,16.0,sedan,24,49.0,21.0,11,0
1696,28,8.0,19.0,truck,70,42.0,34.0,20,0
1696,29,9.0,15.0,suv,54,25.0,14.0,20,0
1696,30,10.0,20.0,sedan,24,27.0,12.0,20,0
1696,31,11.0,19.0,small,16,2.0,1.0,11,0
1696,32,9.0,16.0,sedan,24,41.0,18.0,20,0
1696,33,7.0,16.0,suv,54,33.0,19.0,11,0
1696,34,7.0,19.0,truck,70,46.0,38.0,20,0
1696,35,7.0,20.0,small,16,16.0,6.0,11,0
1696,36,11.0,22.0,suv,54,44.0,25.0,20,0
1696,37,9.0,19.0,suv,54,35.0,20.0,11,0
1696,38,10.0,21.0,small,16,19.0,7.0,11,0
1696,39,11.0,19.0,small,16,43.0,16,11,0
1696,40,7.0,17.0,truck,70,44.0,36.0,20,0
1696,41,8.0,15.0,small,16,44.0,16,11,0
1696,42,9.0,18.0,sedan,24,43.0,18.0,20,0
1696,43,10.0,18.0,truck,70,55.0,45.0,20,0
1696,44,11.0,20.0,sedan,24,44.0,19.0,20,0
1696,45,7.0,19.0,truck,70,46.0,38.0,20,0
1696,46,7.0,18.0,small,16,47.0,16,11,0
1696,47,9.0,20.0,suv,54,29.0,17.0,20,0
1696,48,10.0,21.0,suv,54,12.0,7.0,11,0
1696,49,9.0,20.0,small,16,54.0,16,11,0
1696,50,11.0,17.0,truck,70,44.0,36.0,20,0
1697,1,10.0,20.0,sedan,24,32.0,14.0,20,0
1697,2,11.0,16.0,small,16,24.0,9.0,11,0
1697,3,8.0,17.0,truck,70,16.0,13.0,20,0
1697,4,10.0,18.0,suv,54,42.0,24.0,11,0
1697,5,7.0,16.0,suv,54,28.0,16.0,11,0
1697,6,6.0,18.0,suv,54,20.0,11.0,11,0
1697,7,7.0,20.0,suv,54,39.0,22.0,11,0
1697,8,7.0,22.0,sedan,24,51.0,22.0,11,0
1697,9,7.0,17.0,small,16,78.0,16,11,0
1697,10,7.0,17.0,suv,54,25.0,14.0,20,0
1697,11,9.0,18.0,sedan,24,25.0,11.0,11,0
1697,12,10.0,17.0,sedan,24,44.0,19.0,20,0
1697,13,8.0,18.0,suv,54,47.0,27.0,11,0
1697,14,7.0,18.0,suv,54,26.0,15.0,20,0
1697,15,7.0,15.0,truck,70,49.0,40.0,20,0
1697,16,8.0,21.0,small,16,33.0,13.0,11,0
1697,17,7.0,17.0,truck,70,55.0,45.0,20,0
1697,18,8.0,21.0,truck,70,20.0,16.0,11,0
1697,19,11.0,17.0,small,16,43.0,16,11,0
1697,20,10.0,22.0,sedan,24,38.0,16.0,20,0
1697,21,11.0,17.0,small,16,42.0,16.0,11,0
1697,22,6.0,16.0,sedan,24,62.0,24,20,0
1697,23,10.0,20.0,small,16,44.0,16,11,0
1697,24,6.0,19.0,suv,54,29.0,17.0,20,0
1697,25,10.0,20.0,suv,54,56.0,32.0,11,0
1697,26,10.0,17.0,small,16,16.0,6.0,11,0
1697,27,8.0,17.0,truck,70,48.0,39.0,20,0
1697,28,10.0,17.0,suv,54,35.0,20.0,20,0
1697,29,9.0,21.0,truck,70,44.0,36.0,20,0
1697,30,7.0,16.0,small,16,51.0,16,11,0
1697,31,7.0,16.0,truck,70,23.0,19.0,20,0
1697,32,6.0,19.0,suv,54,54.0,31.0,11,0
1697,33,8.0,20.0,small,16,24.0,9.0,11,0
1697,34,10.0,16.0,sedan,24,42.0,18.0,20,0
1697,35,10.0,21.0,truck,70,49.0,40.0,20,0
1697,36,11.0,21.0,truck,70,50.0,41.0,11,0
1697,37,10.0,18.0,truck,70,63.0,52.0,11,0
1697,38,8.0,20.0,truck,70,25.0,20.0,20,0
1697,39,8.0,20.0,truck,70,31.0,25.0,11,0
1697,40,10.0,16.0,small,16,10.0,4.0,11,0
1697,41,9.0,18.0,suv,54,27.0,15.0,20,0
1697,42,8.0,17.0,sedan,24,49.0,21.0,11,0
1697,43,6.0,18.0,small,16,43.0,16,11,0
1697,44,6.0,15.0,small,16,31.0,12.0,11,0
1697,45,9.0,17.0,sedan,24,39.0,17.0,20,0
1697,46,8.0,21.0,truck,70,40.0,33.0,11,0
1697,47,8.0,22.0,small,16,29.0,11.0,11,0
1697,48,8.0,22.0,truck,70,21.0,17.0,20,0
1697,49,10.0,17.0,suv,54,18.0,10.0,11,0
1697,50,7.0,15.0,small,16,36.0,14.0,11,0
1698,1,10.0,19.0,suv,54,64.0,37.0,20,0
1698,2,6.0,21.0,small,16,7.0,3.0,11,0
1698,3,10.0,20.0,truck,70,27.0,22.0,11,0
1698,4,7.0,15.0,truck,70,19.0,16.0,20,0
1698,5,7.0,17.0,small,16,48.0,16,11,0
1698,6,11.0,19.0,sedan,24,46.0,20.0,11,0
1698,7,9.0,18.0,sedan,24,64.0,24,20,0
1698,8,11.0,21.0,truck,70,31.0,25.0,11,0
1698,9,7.0,16.0,sedan,24,42.0,18.0,20,0
1698,10,7.0,18.0,sedan,24,53.0,23.0,20,0
1698,11,8.0,16.0,small,16,43.0,16,11,0
1698,12,7.0,19.0,small,16,47.0,16,11,0
1698,13,9.0,19.0,truck,70,44.0,36.0,20,0
1698,14,7.0,17.0,small,16,32.0,12.0,11,0
1698,15,8.0,20.0,truck,70,32.0,26.0,20,0
1698,16,8.0,18.0,small,16,38.0,14.0,11,0
1698,17,9.0,17.0,small,16,48.0,16,20,0
1698,18,10.0,22.0,suv,54,31.0,18.0,20,0
1698,19,6.0,17.0,small,16,33.0,13.0,11,0
1698,20,8.0,20.0,truck,70,53.0,43.0,11,0
1698,21,8.0,22.0,small,16,42.0,16.0,11,0
1698,22,9.0,21.0,truck,70,1.0,1.0,20,0
1698,23,6.0,16.0,small,16,39.0,15.0,11,0
1698,24,7.0,21.0,suv,54,62.0,36.0,20,0
1698,25,8.0,18.0,small,16,43.0,16,11,0
1698,26,10.0,20.0,sedan,24,46.0,20.0,11,0
1698,27,8.0,17.0,suv,54,36.0,21.0,11,0
1698,28,11.0,17.0,sedan,24,55.0,24.0,20,0
1698,29,9.0,21.0,sedan,24,50.0,21.0,11,0
1698,30,10.0,20.0,truck,70,54.0,44.0,11,0
1698,31,7.0,19.0,truck,70,38.0,31.0,20,0
1698,32,7.0,17.0,sedan,24,62.0,24,11,0
1698,33,7.0,17.0,truck,70,56.0,46.0,20,0
1698,34,8.0,17.0,sedan,24,42.0,18.0,20,0
1698,35,7.0,17.0,suv,54,51.0,29.0,11,0
1698,36,7.0,16.0,truck,70,8.0,7.0,11,0
1698,37,7.0,17.0,suv,54,49.0,28.0,11,0
1698,38,10.0,17.0,truck,70,30.0,25.0,20,0
1698,39,7.0,18.0,suv,54,44.0,25.0,11,0
1698,40,8.0,18.0,small,16,52.0,16,11,0
1698,41,9.0,21.0,sedan,24,28.0,12.0,20,0
1698,42,10.0,20.0,suv,54,30.0,17.0,11,0
1698,43,7.0,18.0,suv,54,43.0,25.0,20,0
1698,44,9.0,20.0,truck,70,32.0,26.0,11,0
1698,45,10.0,19.0,suv,54,51.0,29.0,11,0
1698,46,10.0,20.0,suv,54,29.0,17.0,20,0
1698,47,10.0,16.0,truck,70,18.0,15.0,20,0
1698,48,8.0,19.0,truck,70,37.0,30.0,20,0
1698,49,6.0,21.0,truck,70,60.0,49.0,20,0
1698,50,8.0,21.0,truck,70,21.0,17.0,20,0
1699,1,10.0,15.0,truck,70,47.0,38.0,20,0
1699,2,7.0,18.0,small,16,48.0,16,11,0
1699,3,10.0,21.0,suv,54,39.0,22.0,11,0
1699,4,9.0,17.0,truck,70,21.0,17.0,20,0
1699,5,7.0,15.0,truck,70,20.0,16.0,20,0
1699,6,8.0,16.0,suv,54,43.0,25.0,20,0
1699,7,7.0,17.0,truck,70,52.0,43.0,20,0
1699,8,7.0,16.0,suv,54,33.0,19.0,20,0
1699,9,8.0,19.0,small,16,57.0,16,11,0
1699,10,11.0,18.0,suv,54,54.0,31.0,20,0
1699,11,10.0,15.0,small,16,54.0,16,11,0
1699,12,6.0,16.0,suv,54,17.0,10.0,11,0
1699,13,7.0,21.0,truck,70,30.0,25.0,20,0
1699,14,10.0,18.0,small,16,18.0,7.0,11,0
1699,15,7.0,18.0,sedan,24,53.0,23.0,20,0
1699,16,6.0,21.0,truck,70,27.0,22.0,11,0
1699,17,8.0,18.0,small,16,33.0,13.0,11,0
1699,18,9.0,20.0,sedan,24,38.0,16.0,20,0
1699,19,8.0,15.0,small,16,44.0,16,11,0
1699,20,10.0,18.0,truck,70,37.0,30.0,20,0
1699,21,6.0,21.0,small,16,35.0,13.0,11,0
1699,22,8.0,20.0,small,16,47.0,16,11,0
1699,23,9.0,20.0,sedan,24,15.0,6.0,11,0
1699,24,7.0,21.0,suv,54,18.0,10.0,11,0
1699,25,10.0,21.0,sedan,24,40.0,17.0,20,0
1699,26,11.0,17.0,truck,70,47.0,38.0,20,0
1699,27,6.0,18.0,small,16,52.0,16,11,0
1699,28,7.0,16.0,suv,54,48.0,28.0,20,0
1699,29,9.0,17.0,suv,54,38.0,22.0,11,0
1699,30,9.0,22.0,sedan,24,54.0,23.0,20,0
1699,31,11.0,16.0,truck,70,54.0,44.0,11,0
1699,32,7.0,18.0,suv,54,22.0,13.0,20,0
1699,33,10.0,15.0,small,16,51.0,16,11,0
1699,34,8.0,17.0,sedan,24,48.0,21.0,11,0
1699,35,8.0,21.0,suv,54,25.0,14.0,20,0
1699,36,9.0,15.0,small,16,35.0,13.0,11,0
1699,37,8.0,21.0,small,16,39.0,15.0,11,0
1699,38,10.0,20.0,small,16,83.0,16,11,0
1699,39,7.0,21.0,suv,54,44.0,25.0,20,0
1699,40,10.0,18.0,small,16,13.0,5.0,11,0
1699,41,11.0,20.0,suv,54,24.0,14.0,20,0
1699,42,10.0,15.0,suv,54,67.0,38.0,20,0
1699,43,9.0,22.0,small,16,27.0,10.0,11,0
1699,44,11.0,20.0,sedan,24,48.0,21.0,11,0
1699,45,8.0,20.0,small,16,45.0,16,11,0
1699,46,10.0,21.0,small,16,31.0,12.0,11,0
1699,47,9.0,21.0,suv,54,50.0,29.0,20,0
1699,48,7.0,18.0,truck,70,23.0,19.0,20,0
1699,49,8.0,15.0,small,16,44.0,16,11,0
1699,50,7.0,20.0,small,16,17.0,6.0,11,0
1700,1,9.0,18.0,sedan,24,38.0,16.0,20,0
1700,2,7.0,22.0,truck,70,35.0,29.0,20,0
1700,3,8.0,18.0,small,16,44.0,16,11,0
1700,4,10.0,17.0,small,16,49.0,16,11,0
1700,5,7.0,15.0,truck,70,44.0,36.0,20,0
1700,6,7.0,15.0,sedan,24,29.0,12.0,11,0
1700,7,6.0,15.0,sedan,24,36.0,15.0,20,0
1700,8,8.0,16.0,suv,54,51.0,29.0,20,0
1700,9,7.0,15.0,small,16,49.0,16,11,0
1700,10,8.0,17.0,sedan,24,43.0,18.0,20,0
1700,11,11.0,19.0,suv,54,59.0,34.0,20,0
1700,12,7.0,16.0,truck,70,31.0,25.0,20,0
1700,13,6.0,16.0,sedan,24,44.0,19.0,20,0
1700,14,9.0,16.0,truck,70,52.0,43.0,11,0
1700,15,9.0,20.0,small,16,34.0,13.0,11,0
1700,16,7.0,18.0,small,16,25.0,9.0,11,0
1700,17,8.0,20.0,sedan,24,30.0,13.0,20,0
1700,18,7.0,20.0,sedan,24,72.0,24,20,0
1700,19,6.0,18.0,suv,54,8.0,5.0,11,0
1700,20,11.0,19.0,sedan,24,47.0,20.0,11,0
1700,21,10.0,18.0,suv,54,35.0,20.0,20,0
1700,22,10.0,22.0,small,16,72.0,16,11,0
1700,23,10.0,16.0,sedan,24,24.0,10.0,11,0
1700,24,11.0,21.0,sedan,24,38.0,16.0,20,0
1700,25,9.0,18.0,suv,54,16.0,9.0,11,0
1700,26,10.0,19.0,truck,70,31.0,25.0,20,0
1700,27,8.0,20.0,truck,70,42.0,34.0,20,0
1700,28,6.0,16.0,truck,70,39.0,32.0,20,0
1700,29,8.0,21.0,suv,54,50.0,29.0,11,0
1700,30,7.0,18.0,sedan,24,24.0,10.0,11,0
1700,31,10.0,15.0,truck,70,19.0,16.0,20,0
1700,32,9.0,18.0,sedan,24,47.0,20.0,11,0
1700,33,9.0,18.0,truck,70,15.0,12.0,20,0
1700,34,7.0,18.0,small,16,31.0,12.0,11,0
1700,35,11.0,16.0,small,16,37.0,14.0,11,0
1700,36,7.0,16.0,truck,70,26.0,21.0,11,0
1700,37,9.0,22.0,small,16,54.0,16,11,0
1700,38,8.0,20.0,sedan,24,59.0,24,20,0
1700,39,8.0,16.0,small,16,43.0,16,11,0
1700,40,10.0,21.0,small,16,33.0,13.0,11,0
1700,41,8.0,21.0,small,16,47.0,16,11,0
1700,42,8.0,15.0,small,16,36.0,14.0,11,0
1700,43,8.0,16.0,suv,54,34.0,20.0,20,0
1700,44,11.0,21.0,sedan,24,58.0,24,20,0
1700,45,11.0,20.0,small,16,33.0,13.0,11,0
1700,46,10.0,17.0,suv,54,48.0,28.0,20,0
1700,47,6.0,20.0,small,16,2.0,1.0,11,0
1700,48,11.0,19.0,truck,70,50.0,41.0,11,0
1700,49,11.0,16.0,suv,54,25.0,14.0,20,0
1700,50,10.0,21.0,sedan,24,40.0,17.0,20,0
1701,1,9.0,17.0,sedan,24,32.0,14.0,20,0
1701,2,6.0,16.0,truck,70,17.0,14.0,20,0
1701,3,9.0,22.0,suv,54,35.0,20.0,20,0
1701,4,7.0,18.0,sedan,24,61.0,24,20,0
1701,5,7.0,20.0,truck,70,41.0,34.0,20,0
1701,6,10.0,16.0,suv,54,33.0,19.0,20,0
1701,7,9.0,16.0,sedan,24,51.0,22.0,11,0
1701,8,8.0,17.0,truck,70,33.0,27.0,20,0
1701,9,9.0,16.0,small,16,57.0,16,11,0
1701,10,8.0,18.0,sedan,24,32.0,14.0,20,0
1701,11,8.0,22.0,truck,70,30.0,25.0,20,0
1701,12,7.0,17.0,small,16,54.0,16,11,0
1701,13,10.0,22.0,suv,54,13.0,7.0,11,0
1701,14,6.0,21.0,suv,54,32.0,18.0,20,0
1701,15,10.0,19.0,sedan,24,46.0,20.0,11,0
1701,16,9.0,16.0,suv,54,47.0,27.0,20,0
1701,17,9.0,21.0,sedan,24,26.0,11.0,11,0
1701,18,10.0,20.0,truck,70,32.0,26.0,20,0
1701,19,7.0,21.0,sedan,24,50.0,21.0,11,0
1701,20,7.0,19.0,small,16,29.0,11.0,11,0
1701,21,10.0,15.0,sedan,24,47.0,20.0,11,0
1701,22,11.0,19.0,sedan,24,53.0,23.0,20,0
1701,23,11.0,17.0,suv,54,50.0,29.0,11,0
1701,24,8.0,17.0,sedan,24,41.0,18.0,20,0
1701,25,8.0,19.0,sedan,24,29.0,12.0,20,0
1701,26,8.0,21.0,sedan,24,33.0,14.0,20,0
1701,27,10.0,17.0,truck,70,31.0,25.0,20,0
1701,28,8.0,19.0,small,16,5.0,2.0,11,0
1701,29,8.0,21.0,sedan,24,32.0,14.0,20,0
1701,30,6.0,18.0,suv,54,40.0,23.0,20,0
1701,31,9.0,18.0,sedan,24,82.0,24,11,0
1701,32,6.0,20.0,small,16,39.0,15.0,11,0
1701,33,7.0,20.0,small,16,42.0,16.0,11,0
1701,34,10.0,19.0,suv,54,43.0,25.0,11,0
1701,35,6.0,19.0,suv,54,31.0,18.0,20,0
1701,36,7.0,17.0,truck,70,40.0,33.0,20,0
1701,37,9.0,21.0,small,16,32.0,12.0,11,0
1701,38,11.0,21.0,small,16,31.0,12.0,11,0
1701,39,9.0,18.0,sedan,24,31.0,13.0,20,0
1701,40,8.0,19.0,small,16,40.0,15.0,11,0
1701,41,7.0,17.0,small,16,36.0,14.0,11,0
1701,42,9.0,20.0,sedan,24,37.0,16.0,20,0
1701,43,7.0,18.0,small,16,37.0,14.0,11,0
1701,44,9.0,17.0,suv,54,56.0,32.0,11,0
1701,45,11.0,20.0,suv,54,42.0,24.0,11,0
1701,46,9.0,19.0,suv,54,35.0,20.0,20,0
1701,47,8.0,21.0,truck,70,61.0,50.0,20,0
1701,48,7.0,20.0,truck,70,20.0,16.0,20,0
1701,49,8.0,19.0,small,16,-2.0,-1.0,20,0
1701,50,7.0,19.0,suv,54,53.0,30.0,11,0
1702,1,10.0,17.0,truck,70,35.0,29.0,20,0
1702,2,8.0,16.0,sedan,24,29.0,12.0,20,0
1702,3,8.0,15.0,small,16,51.0,16,11,0
1702,4,9.0,21.0,sedan,24,25.0,11.0,11,0
1702,5,8.0,15.0,truck,70,30.0,25.0,11,0
1702,6,9.0,21.0,suv,54,42.0,24.0,20,0
1702,7,10.0,18.0,truck,70,54.0,44.0,11,0
1702,8,11.0,16.0,truck,70,49.0,40.0,20,0
1702,9,8.0,16.0,small,16,5.0,2.0,11,0
1702,10,8.0,16.0,suv,54,53.0,30.0,11,0
1702,11,8.0,21.0,small,16,30.0,11.0,11,0
1702,12,9.0,16.0,suv,54,42.0,24.0,20,0
1702,13,7.0,17.0,small,16,48.0,16,11,0
1702,14,10.0,16.0,suv,54,52.0,30.0,11,0
1702,15,8.0,17.0,small,16,36.0,14.0,11,0
1702,16,9.0,19.0,small,16,47.0,16,11,0
1702,17,8.0,18.0,truck,70,36.0,29.0,11,0
1702,18,9.0,17.0,suv,54,36.0,21.0,11,0
1702,19,9.0,18.0,small,16,30.0,11.0,11,0
1702,20,10.0,16.0,truck,70,45.0,37.0,20,0
1702,21,8.0,20.0,suv,54,55.0,32.0,11,0
1702,22,7.0,21.0,suv,54,49.0,28.0,20,0
1702,23,6.0,16.0,truck,70,49.0,40.0,20,0
1702,24,9.0,17.0,small,16,48.0,16,11,0
1702,25,7.0,20.0,suv,54,60.0,34.0,20,0
1702,26,7.0,16.0,truck,70,37.0,30.0,11,0
1702,27,10.0,16.0,sedan,24,49.0,21.0,11,0
1702,28,8.0,19.0,truck,70,42.0,34.0,20,0
1702,29,9.0,15.0,suv,54,25.0,14.0,20,0
1702,30,10.0,20.0,sedan,24,27.0,12.0,20,0
1702,31,11.0,19.0,small,16,2.0,1.0,11,0
1702,32,9.0,16.0,sedan,24,41.0,18.0,20,0
1702,33,7.0,16.0,suv,54,33.0,19.0,11,0
1702,34,7.0,19.0,truck,70,46.0,38.0,20,0
1702,35,7.0,20.0,small,16,16.0,6.0,11,0
1702,36,11.0,22.0,suv,54,44.0,25.0,20,0
1702,37,9.0,19.0,suv,54,35.0,20.0,11,0
1702,38,10.0,21.0,small,16,19.0,7.0,11,0
1702,39,11.0,19.0,small,16,43.0,16,11,0
1702,40,7.0,17.0,truck,70,44.0,36.0,20,0
1702,41,8.0,15.0,small,16,44.0,16,11,0
1702,42,9.0,18.0,sedan,24,43.0,18.0,20,0
1702,43,10.0,18.0,truck,70,55.0,45.0,20,0
1702,44,11.0,20.0,sedan,24,44.0,19.0,20,0
1702,45,7.0,19.0,truck,70,46.0,38.0,20,0
1702,46,7.0,18.0,small,16,47.0,16,11,0
1702,47,9.0,20.0,suv,54,29.0,17.0,20,0
1702,48,10.0,21.0,suv,54,12.0,7.0,11,0
1702,49,9.0,20.0,small,16,54.0,16,11,0
1702,50,11.0,17.0,truck,70,44.0,36.0,20,0
1703,1,10.0,20.0,sedan,24,32.0,14.0,20,0
1703,2,11.0,16.0,small,16,24.0,9.0,11,0
1703,3,8.0,17.0,truck,70,16.0,13.0,20,0
1703,4,10.0,18.0,suv,54,42.0,24.0,11,0
1703,5,7.0,16.0,suv,54,28.0,16.0,11,0
1703,6,6.0,18.0,suv,54,20.0,11.0,11,0
1703,7,7.0,20.0,suv,54,39.0,22.0,11,0
1703,8,7.0,22.0,sedan,24,51.0,22.0,11,0
1703,9,7.0,17.0,small,16,78.0,16,11,0
1703,10,7.0,17.0,suv,54,25.0,14.0,20,0
1703,11,9.0,18.0,sedan,24,25.0,11.0,11,0
1703,12,10.0,17.0,sedan,24,44.0,19.0,20,0
1703,13,8.0,18.0,suv,54,47.0,27.0,11,0
1703,14,7.0,18.0,suv,54,26.0,15.0,20,0
1703,15,7.0,15.0,truck,70,49.0,40.0,20,0
1703,16,8.0,21.0,small,16,33.0,13.0,11,0
1703,17,7.0,17.0,truck,70,55.0,45.0,20,0
1703,18,8.0,21.0,truck,70,20.0,16.0,11,0
1703,19,11.0,17.0,small,16,43.0,16,11,0
1703,20,10.0,22.0,sedan,24,38.0,16.0,20,0
1703,21,11.0,17.0,small,16,42.0,16.0,11,0
1703,22,6.0,16.0,sedan,24,62.0,24,20,0
1703,23,10.0,20.0,small,16,44.0,16,11,0
1703,24,6.0,19.0,suv,54,29.0,17.0,20,0
1703,25,10.0,20.0,suv,54,56.0,32.0,11,0
1703,26,10.0,17.0,small,16,16.0,6.0,11,0
1703,27,8.0,17.0,truck,70,48.0,39.0,20,0
1703,28,10.0,17.0,suv,54,35.0,20.0,20,0
1703,29,9.0,21.0,truck,70,44.0,36.0,20,0
1703,30,7.0,16.0,small,16,51.0,16,11,0
1703,31,7.0,16.0,truck,70,23.0,19.0,20,0
1703,32,6.0,19.0,suv,54,54.0,31.0,11,0
1703,33,8.0,20.0,small,16,24.0,9.0,11,0
1703,34,10.0,16.0,sedan,24,42.0,18.0,20,0
1703,35,10.0,21.0,truck,70,49.0,40.0,20,0
1703,36,11.0,21.0,truck,70,50.0,41.0,11,0
1703,37,10.0,18.0,truck,70,63.0,52.0,11,0
1703,38,8.0,20.0,truck,70,25.0,20.0,20,0
1703,39,8.0,20.0,truck,70,31.0,25.0,11,0
1703,40,10.0,16.0,small,16,10.0,4.0,11,0
1703,41,9.0,18.0,suv,54,27.0,15.0,20,0
1703,42,8.0,17.0,sedan,24,49.0,21.0,11,0
1703,43,6.0,18.0,small,16,43.0,16,11,0
1703,44,6.0,15.0,small,16,31.0,12.0,11,0
1703,45,9.0,17.0,sedan,24,39.0,17.0,20,0
1703,46,8.0,21.0,truck,70,40.0,33.0,11,0
1703,47,8.0,22.0,small,16,29.0,11.0,11,0
1703,48,8.0,22.0,truck,70,21.0,17.0,20,0
1703,49,10.0,17.0,suv,54,18.0,10.0,11,0
1703,50,7.0,15.0,small,16,36.0,14.0,11,0
1704,1,10.0,19.0,suv,54,64.0,37.0,20,0
1704,2,6.0,21.0,small,16,7.0,3.0,11,0
1704,3,10.0,20.0,truck,70,27.0,22.0,11,0
1704,4,7.0,15.0,truck,70,19.0,16.0,20,0
1704,5,7.0,17.0,small,16,48.0,16,11,0
1704,6,11.0,19.0,sedan,24,46.0,20.0,11,0
1704,7,9.0,18.0,sedan,24,64.0,24,20,0
1704,8,11.0,21.0,truck,70,31.0,25.0,11,0
1704,9,7.0,16.0,sedan,24,42.0,18.0,20,0
1704,10,7.0,18.0,sedan,24,53.0,23.0,20,0
1704,11,8.0,16.0,small,16,43.0,16,11,0
1704,12,7.0,19.0,small,16,47.0,16,11,0
1704,13,9.0,19.0,truck,70,44.0,36.0,20,0
1704,14,7.0,17.0,small,16,32.0,12.0,11,0
1704,15,8.0,20.0,truck,70,32.0,26.0,20,0
1704,16,8.0,18.0,small,16,38.0,14.0,11,0
1704,17,9.0,17.0,small,16,48.0,16,20,0
1704,18,10.0,22.0,suv,54,31.0,18.0,20,0
1704,19,6.0,17.0,small,16,33.0,13.0,11,0
1704,20,8.0,20.0,truck,70,53.0,43.0,11,0
1704,21,8.0,22.0,small,16,42.0,16.0,11,0
1704,22,9.0,21.0,truck,70,1.0,1.0,20,0
1704,23,6.0,16.0,small,16,39.0,15.0,11,0
1704,24,7.0,21.0,suv,54,62.0,36.0,20,0
1704,25,8.0,18.0,small,16,43.0,16,11,0
1704,26,10.0,20.0,sedan,24,46.0,20.0,11,0
1704,27,8.0,17.0,suv,54,36.0,21.0,11,0
1704,28,11.0,17.0,sedan,24,55.0,24.0,20,0
1704,29,9.0,21.0,sedan,24,50.0,21.0,11,0
1704,30,10.0,20.0,truck,70,54.0,44.0,11,0
1704,31,7.0,19.0,truck,70,38.0,31.0,20,0
1704,32,7.0,17.0,sedan,24,62.0,24,11,0
1704,33,7.0,17.0,truck,70,56.0,46.0,20,0
1704,34,8.0,17.0,sedan,24,42.0,18.0,20,0
1704,35,7.0,17.0,suv,54,51.0,29.0,11,0
1704,36,7.0,16.0,truck,70,8.0,7.0,11,0
1704,37,7.0,17.0,suv,54,49.0,28.0,11,0
1704,38,10.0,17.0,truck,70,30.0,25.0,20,0
1704,39,7.0,18.0,suv,54,44.0,25.0,11,0
1704,40,8.0,18.0,small,16,52.0,16,11,0
1704,41,9.0,21.0,sedan,24,28.0,12.0,20,0
1704,42,10.0,20.0,suv,54,30.0,17.0,11,0
1704,43,7.0,18.0,suv,54,43.0,25.0,20,0
1704,44,9.0,20.0,truck,70,32.0,26.0,11,0
1704,45,10.0,19.0,suv,54,51.0,29.0,11,0
1704,46,10.0,20.0,suv,54,29.0,17.0,20,0
1704,47,10.0,16.0,truck,70,18.0,15.0,20,0
1704,48,8.0,19.0,truck,70,37.0,30.0,20,0
1704,49,6.0,21.0,truck,70,60.0,49.0,20,0
1704,50,8.0,21.0,truck,70,21.0,17.0,20,0
1705,1,10.0,15.0,truck,70,47.0,38.0,20,0
1705,2,7.0,18.0,small,16,48.0,16,11,0
1705,3,10.0,21.0,suv,54,39.0,22.0,11,0
1705,4,9.0,17.0,truck,70,21.0,17.0,20,0
1705,5,7.0,15.0,truck,70,20.0,16.0,20,0
1705,6,8.0,16.0,suv,54,43.0,25.0,20,0
1705,7,7.0,17.0,truck,70,52.0,43.0,20,0
1705,8,7.0,16.0,suv,54,33.0,19.0,20,0
1705,9,8.0,19.0,small,16,57.0,16,11,0
1705,10,11.0,18.0,suv,54,54.0,31.0,20,0
1705,11,10.0,15.0,small,16,54.0,16,11,0
1705,12,6.0,16.0,suv,54,17.0,10.0,11,0
1705,13,7.0,21.0,truck,70,30.0,25.0,20,0
1705,14,10.0,18.0,small,16,18.0,7.0,11,0
1705,15,7.0,18.0,sedan,24,53.0,23.0,20,0
1705,16,6.0,21.0,truck,70,27.0,22.0,11,0
1705,17,8.0,18.0,small,16,33.0,13.0,11,0
1705,18,9.0,20.0,sedan,24,38.0,16.0,20,0
1705,19,8.0,15.0,small,16,44.0,16,11,0
1705,20,10.0,18.0,truck,70,37.0,30.0,20,0
1705,21,6.0,21.0,small,16,35.0,13.0,11,0
1705,22,8.0,20.0,small,16,47.0,16,11,0
1705,23,9.0,20.0,sedan,24,15.0,6.0,11,0
1705,24,7.0,21.0,suv,54,18.0,10.0,11,0
1705,25,10.0,21.0,sedan,24,40.0,17.0,20,0
1705,26,11.0,17.0,truck,70,47.0,38.0,20,0
1705,27,6.0,18.0,small,16,52.0,16,11,0
1705,28,7.0,16.0,suv,54,48.0,28.0,20,0
